id,desc
035ca4fa-133b-4c7f-8fb9-45a0c693d447,"Virtru empowers organizations to easily unlock the power of data while maintaining control, everywhere it’s stored and shared. Creators of TDF (Trusted Data Format), the open industry standard for persistent data protection, Virtru provides flexible, easy to use, and trusted privacy technologies built on its data protection platform that governaccess to data throughout its full lifecycle—from creation to transmission, storage, analysis, and sharing. More than 20,000 organizations of every size and industry trust Virtru for data security and privacy protection.Virtu was established in 2012 and is based in Washington, District of Columbia.Read More"
035ede25-10d3-44e3-842d-9092e60d135d,"Skan.ai uses cognitive technologies to map, model, and manage business processes by creating digital twins of human/digital interactions. Skan.ai replaces human interviews and observation, which are not accurate, by cognitive tooling that learns based on observation of human/digital work. Skan does this at scale and learns /reconstructs business processes grounds up. This approach is significantly faster, more accurate, and has much greater depth and coverage.Read More"
03945498-7a37-4f02-8c0b-9160569b0316,"Forter is an NYC-based company that delivers real-time, completely automated, fraud prevention solutions for online merchants. It creates a completely fraud-free environment for the retailers through which they have the ability to make decisions that are solely based on what is good for their business. The company’s system is designed to beconsumer-centric, blocking fraud with accuracy, and at the same time enabling growth by increasing approvals and ensuring a better customer experience.Read More"
03ecf6b7-da6d-412a-96b6-95035172621c,"FourKites is a supply chain visibility platform that extends visibility beyond transportation into yards, warehouses, stores, and beyond. Tracking more than 1 million shipments daily across road, rail, ocean, air, parcel, and courier, and reaching 176 countries, FourKites combines real-time data and powerful machine learning to help companiesdigitize their end-to-end supply chains. More than 500 of the world’s most recognized brands — including 9 of the top-10 CPG and 18 of the top-20 food and beverage companies — trust FourKites to transform their business and create more agile, efficient, and sustainable supply chains.Read More"
04759385-683f-42cb-8f81-be8a3a0f17f2,"Scalable, secure and hardware-agnostic, Mojio is the platform and SaaS solution provider of choice to build, launch and scale connected mobility services. Founded in 2012, Mojio has growing teams in Silicon Valley and Vancouver, and counts some of the world’s biggest brands as customers, investors and partners, including Amazon, Bosch, DeutscheTelekom, Microsoft, T-Mobile and Vivint.Mojio’s platform, apps and services deliver a smarter, safer and more convenient car ownership experience for the global driving community. With over 15 billion miles of driving data gathered from more than a million vehicles, Mojio’s big data analytics framework uses machine learning to generate actionable insights, unlocking the next generation of revenue streams for companies throughout the automotive value chain. Learn more at moj.io. Force by Mojio is the ideal GPS fleet tracking solution for small businesses that rely on their vehicles to get the job done. Learn more at forcebymojio.comRead More"
04caa23d-ca28-440a-b548-60385eb0eef4,Boston Micro Fabrication (BMF) manufactures high precision micro 3D printers for diverse use cases that require the unique combination.
04def4fb-fb41-43bc-a7dc-1e64b845b2be,"3GTMS develops software that simplifies complex transportation management for shippers, brokers, and 3PLs. They have created a scalable TMS suite that manages the full transportation lifecycle from the rating, routing (including multi-stop and pool distribution optimization), tendering, tracking, tracing, and settlement in a single system."
0520e4d4-57b4-4c5f-bfee-7cb5545df190,"Borneo is a real-time data security and privacy observability platform that prevents data breaches and manages privacy compliance for hyper-growth companies. The platform provides continuous sensitive data discovery, classification, monitoring, and protection of your cloud data footprint. Borneo was founded in 2019 and is headquartered inSingapore.Read More"
0571df03-f652-431b-b14c-5b963ca745df,"Visionular is a next-generation video encoding and image processing technology software company. We build solutions that harness the power of AI and ML using advanced codec technologies so that your video app or streaming service can delight more users.We understand that delivering video at scale with high quality requires a tremendous breadth ofimage science, codec development and optimization, and video streaming expertise. The kind of knowledge that can only get amassed over multiple decades of tackling successfully the biggest video challenges.For this reason, we’ve retained the brightest minds from Google, Apple, Nokia Research, Kingsoft, Arcsoft, Intervideo, and other well-established video innovators to address the problem all video streaming engineers face- how to produce the highest quality video at the lowest bitrate.Our team wakes up excited to deliver world-leading video solutions and services in the field of video encoding, transcoding, processing, analysis, and enhancement, powered by our proprietary AI and adaptive solutions. We are proud of our engineering-driven culture.We are experts in the standards of AV1, H.265/HEVC, and H.264/AVC and we build our solutions for deployment in the data center, public cloud, and end-user devices, including PCs and mobile devices.We provide on-premise software and SDKs, and offer SaaS APIs for high volume cloud transcoding services.Visionular is a global company incorporated in the United States. As of January 2021, we are proud to count more than 30 International customers in the United States, Africa, South America, India, South East Asia, and China that depend on us to deliver the highest quality and most capable video streaming technologies and solutions.Contact us now for a demonstration of how you can stop wasting bits and reduce your bandwidth and storage costs while improving the quality of the video that you deliver.Read More"
05baca41-9aa3-4dd2-94f3-e69d0cf1eab6,"4G Clinical provides software and services for clinical drug trials specifically in the randomization and trial supply management (RTSM) space. The solution, Prancer RTSM utilizes natural language processing alongside integrated clinical supplies forecasting and management functionality to slash development timelines, increase operationalefficiencies, and offer exceptional quality. It also offers global expertise and advisory services to pharmaceutical companies and contracts research organizations. 4G Clinical was founded in 2015 and is headquartered in Wellesley, MA, USA.Read More"
05ff9c2c-9713-4ad3-b5b5-7b4221194d12,"Bitglass is an information technology company that helps enterprises move to SaaS-based and mobile deployments securely. The company's solutions enable real-time end-to-end data protection, from the cloud to the device. It combines a Gartner-MQ-Leading cloud access security broker, the world’s only on-device secure web gateway, and zero-trustnetwork access to secure any interaction.Bitglass was founded in 2013 and headquartered in Campbell, California.Read More"
06eded07-e11e-445b-8a6b-923c0933f212,"Bdeo provides a visual intelligence solution designed to change the way customers connect with insurance companies. Its platform enhances the customer journey beginning with underwriting and all the way through the time the claim is processed, also recognizing risks, damage, and providing assessments in real-time, allowing insurance companies todetect fraud or pay customers in the event a claim is approved.The company was founded in 2017 and is headquartered in Madrid, Spain.Read More"
0741004f-9c8e-43f3-90da-89fe182c6af9,"Because let’s admit it...Being a mum is the hardest job in the world. As the adage says, ‘it takes a village to raise a child’, and in today’s connected world, pillar can be that village or network of supportive mums to help guide you on your journey.pillar is a digital support group developed especially for mums. It provides an additionallayer of support designed to complement the current healthcare system by connecting you with mums one step ahead of you in the parenting journey to seek advice from, & one step behind you to offer your expertise to in situations you may have already faced.pillar empowers you to keep track of your own wellbeing, no matter what stage in motherhood you are in by regularly checking in on how you are doing. And we do this using tools adopted by healthcare professionals specialising in maternal health – so you are in safe hands.By simply keeping track of how you are feeling daily, pillar is able to provide you more relevant insights around your personal parenting wellbeing and inform you of first-hand tips adopted by other mums from our network.And the more you use it, the more we learn. So we can begin to help others, experiencing the same thing from #ourpillar community.Read More"
075b8431-5355-4281-91e4-0397f917e4f8,"Jeeves is a fintech that brings financial solutions to empower businesses globally. Jeeves is building international fintech infrastructure from scratch; this includes a global switching layer across countries and the ability to run all the company spends -- corporate cards, noncard and cross-border payment -- on Jeeves.The company was founded in2019 and is headquartered in New York, United States.Read More"
0780d946-84b6-4129-bd7b-4b4366d2101e,"Stellar Cyber greatly reduces enterprise risk by the early and precise identification and remediation of all attack activities while slashing costs, retaining investments in existing tools and accelerating analyst productivity. The platform also provides effortless deployment of sensors to fill any gap on premise or in the cloud."
07c15736-9fa2-4a76-a790-bda5605f5f5d,Desilo is building a data platform based on homomorphic encryption.
08f305b7-6f95-40bb-9826-0e2b0ef17a7b,"Metrikus is a single digital platform connecting an entire built environment. Metrikus is a unique software platform that helps users understand and optimize their buildings' environment, maintenance, usage, and health.Metrikus connects building assets and sensors into a single digital platform and provides a 24/7, real-time informationon all aspects of estate that are relevant. Metrikus helps customers gain useful insight into three key areas, critical asset maintenance, space utilization, and the health of a building's physical environment as it impacts the people who work there.Read More"
093c844d-2391-47fb-9219-41573c925da0,"Formotiv is an end-to-end platform for reducing online risk and improving customer experience. Our solution measures end user behavioral biometrics in real-time to detect future outcomes like fraud, delinquency, profitability, and abandonment as users engage with digital applications."
0b24ca09-7a47-4513-91d2-dc0e245c9827,
0b315983-cd82-4216-97be-4b1f38f77481,"GridPoint is an innovator in comprehensive, data-driven energy management solutions (EMS) that leverage the power of real-time data collection, big data analytics and cloud computing to maximize energy savings, operational efficiency, capital utilization and sustainability benefits. GridPoint’s integrated energy management portfolio ofasset-level submetering and monitoring, intelligent control, energy management software and professional services can generate 10-30% energy savings and an 18-36 month payback.  GridPoint solutions are deployed at over 12,000 sites with over 64 billion customer data points collected to date, and 100 million added daily. Customers include:  7 of the top 20 quick serve restaurants, 4 of the top 10 casual dining restaurants, 3 of 20 convenience growth chains, 7 of 10 top 10 retailers by total sales, leading commercial and industrial enterprises and major government and educational institutions.Read More"
0b582fc4-eb2b-4cd5-abd9-d2765af55ec0,"Owl Autonomous Imaging delivers Monocular 3D Thermal Ranging™ solutions to industrial and automotive mobility markets to dramatically enhance safety day or night and in all weather conditions.  Thermal Ranging™ is a new 3D modality that uses optical fusion and novel deep learning techniques to extract dense range maps from radiated heat signatures,without requiring illumination.Owl was co-founded by Chuck Gershman. Mr. Gershman has 30 years of semiconductor industry experience in executive management, marketing, engineering, business development, sales, consulting and executive advising. A serial entrepreneur, Mr. Gershman has been a member of the executive team of five startups, three of which as CEO/COO. He has had successful exits with acquisitions by Intel and PMC-Sierra. Further company information can be found at www.owlai.usRead More"
0b88cae2-cd48-47d5-af9b-b45e50c1956d,"Catalyte is a software engineering services company that uses data science and AI to build technology workforces for forward-looking companies. Its Odyssey workforce development platform delivers exceptional and sustainable tech talent and powers transformational software engineering. Its services specialize in talent and workforce development,software engineering, technology, and process transformation, application development, and modernization that enable businesses to access affordable technology development services and scale software innovation by letting its software developers learn new technology development techniques in real-time.Founded in 2000, Catalyte is headquartered in Baltimore, Maryland.Read More"
0b8fdd3e-da62-4d28-9925-e2e9c801f9dc,"Red Canary is a cybersecurity technology company delivering cloud based security services. Red Canary's platform and services allow defenders to win against rapidly evolving adversaries by preparing for, detecting, and responding to security incidents. Trusted by the best security teams around the world, Red Canary exists with the singularpurpose to improve security for organizations of all sizes.Read More"
0ba8cf71-0efb-449e-8bf1-e3bb2852ef56,"Laiye is an AI interactive platform that offers consumers and enterprises with intelligent assistant products developed with natural language processing, multi-turn dialog management, and context-based recommendation technologies. The company's main product, Wulai, enables enterprises to build chatbots. It also aims to help enterprisecustomers improve sales revenue, marketing ROI, and service efficiency through a business messaging and conversation solutions.Laiye was founded on 2015 and is headquartered in Beijing, China.Read More"
0bbabeaf-dcf7-48d2-96de-2adfc21ad389,"Streem is an award winning technology company that enhances real-time communication and collaboration by creating an intelligent camera. The platform delivers a combination of augmented reality (AR), computer vision, and machine learning. It equips the expert with the capability to remotely capture crucial information by using proprietary spatialmapping, OCR, and object &  pose estimation technology.Read More"
0c4c1cf6-4747-4c67-a12e-889e2e547d9f,"ForceClouds develops enterprise software intended to provide simple, safe, efficient and compliant information automation. Its software utilizes custom integration capabilities to streamline sales management, clinical trials, and big data and artificial intelligence management processes, enabling large life sciences companies to produce actionableinsights from their process data.Read More"
0d026101-9209-4df2-97e7-4a0008a1900f,CORL Technologies is an IT solutions company and an innovative and leading provider of Vendor Security Risk Management solutions.
0e9c1269-1a89-45d6-8d63-e394a9bf852b,"Deliverr is a startup company that provides shipping services for e-commerce businesses. It helps the online marketplace to meet shipping standards, avoiding late shipment penalties for orders. The company is driven by a mission to enable any seller, regardless of size, to delight its customers with fast and cost-effective fulfillment. It wasfounded in 2017 by Michael Krakaris and Harish Abbott and is based in San Francisco, California.Read More"
0f9a0cb3-9e27-4a4c-83e2-c04c74a625b9,Route Reports sells predictive analytics for transport providers such as bus and train companies.
10019bb1-28ab-4956-837b-f5c4bcc35021,"Shelf Engine is a provider of an automated prediction engine that recommends what to order every day. It is transforming the food supply chain by helping grocery stores increase profit margins while drastically reducing food and beverage waste. Using machine learning, Shelf Engine forecasts demand for highly perishable foods, reducing waste andout-of-stocks. Shelf Engine's unique business model handles the entire ordering process from vendor management to shelf optimization, saving retailers money and reducing risk by buying back any remaining unsold items.Launched in 2015, Seattle-based Shelf Engine has more than 145 employees and manages orders for leading grocers at thousands of locations nationwide.Read More"
105c7a25-1b4c-4542-a802-ca82a80115a9,"Ready Responders was founded in 2016 with the mission of giving patients direct access to healthcare professionals in their homes and giving Responders the opportunity to provide care in their communities.  Responders travel to patients’ homes to address their physical, mental, and social health needs, utilizing technology to connect with anadvanced medical or behavioral health provider, and connecting them with external resources and relationships for ongoing, sustained support.With Ready Responders, patients now have access to quality whole-person care in their homes, 16 hours a day, 365 days a year, and talented individuals are provided the opportunity to work with a rapidly growing, mission-driven company. They are in-network with most major insurance companies in the markets they serve. Ready Responders is backed by leading venture capital firms, including Google Ventures, Founders Fund, Rise of the Rest, and City Lights Capital.Read More"
107fa7c1-cc4c-4e34-a8dc-7a7e4046ba8d,"In a world of fake influencers, anonymous reviews, and misleading information, honest advice matters more than ever before. Through our video-led platform, The Desire Co. gives consumers access to hands-on classes, easy to follow how tos and authentic product reviews from experts at the top of their game. Through access to Pro wisdom and advice wegive consumers the confidence to learn new skills, and make more informed purchase decisions.Read More"
1080bb5b-5b4c-4610-a787-cdae08109cf9,"UISEE provides leading-edge products on autonomous driving and transformative services on mobility on demand. UISEE starts with an ambitious goal which is encoded in its name: (U-)utilization of time: turn driving hours (10s of billions every day) into productivity; (I) indiscrimination: everyone, including elderly, disabled people and kids, canride a car; (S)-safety: reduce 90% accidents, and save a million lives every year; (E)-efficiency: provide zero-latency mobility services, forget about traffic jams, and release parking lots for other purposes; and (E)-environment friendliness: farewell to air pollutions (e.g. smog).UISEE is committed to using AI driving to create future-oriented travel and logistics, reshape the human lifestyle, bring people a multi-functional, equal, safe travel experience and an efficient, eco-friendly resource operation model.Read More"
114fb3e6-135f-4ad0-b77a-61aabc89ee39,"Metron, Inc., a scientific consulting company, engages in the development and application of mathematical methods. It operates through three divisions: Applied Mathematics Applications, Systems and Analysis, and Operations Analysis and Simulation Sciences Group. The Applied Mathematics Applications division applies mathematics to develop technologyfor government research and development facilities, such as the defense advanced research projects agency, the homeland security advanced research projects agency, and the office of naval research. The Systems and Analysis division leverages research results and prototype systems developed in the federal division and transit them into operational navy systems. The Operations Analysis and Simulation Sciences Group division builds military simulation systems that provide treatments of information collection, information dissemination, situation assessment, and dynamic resource allocation of systems and processes. It serves its clients in the greater Washington, D.C. area; and San Diego, California. The company was founded in 1982 and is headquartered in Reston, Virginia. Metron, Inc. has locations in California.Read More"
11c4a9d9-ebdf-4461-984a-028773661fd1,"Comet is a platform created in September 2016 that seamlessly matches the best hard-skill Freelancers to top companies.These experts want to work as Freelancers and companies won’t survive without them. Their goal is to satisfy both sides: relevant and prompt skills for companies, security and inspiring projects for Freelancers.They screen andevaluate the best tech and data talents to build an interactive community. We're developing a smart product, powered by strong algorithms, to enhance their user experiences.Read More"
124e7d4b-dbc9-445c-9e2b-c10bc386d685,"EvolutionIQ is an artificial intelligence transformation for insurance carriers. AI Guidance for Disability and General Liability Carriers. Build a better insurance company with EvolutionIQ's claim guidance platform. Dramatically reduce reserves, losses, lower expenses and higher customer satisfaction, and are proven at Tier 1 carriers acrossGroup Benefits & P&C.Founded by AI engineers from Google and Bloomberg.Read More"
12d63960-b69e-40c6-8d54-99aa9d7b7a9e,"Flo Technologies is on a mission to prevent loss, one drip at a time. Flo prevents water damage and unnecessary water waste in homes and buildings across the country with its Flo by Moen smart home water monitoring and leak protection system. In 2018 alone, our system helped homeowners save over two million gallons of water and became available inHome Depot stores across the country, on HomeDepot.com, as well as in countless plumbing wholesalers.Read More"
132f2902-18bb-479c-89ec-a7587b2bc0fd,"Steppi, a corporate health and community engagement platform that encourages users to be more active by allowing them to exchange daily steps for discounts."
149ae4d9-7175-470f-93b2-93844654202a,"PhishLabs is the leading provider of 24/7 cybersecurity services that protect against threats that exploit people. The company is trusted by top organizations worldwide, including 4 of the 5 largest U.S. financial institutions. PhishLabs combines proprietary technology, intelligence, and human expertise to rapidly detect, analyze, and stoptargeted cyberattacks before they impact organizations. Additionally, the company provides robust threat intelligence that strengthens existing cyber defenses and optimizes threat prevention. Leading organizations partner with PhishLabs to more effectively disrupt targeted cyberattacks, prevent data breaches, and reduce online fraud.Follow PhishLabs:  Twitter   |   http://www.twitter.com/phishlabsLinkedIn   |   http://www.linkedin.com/organization/phishlabsGoogle+   |   https://plus.google.com/+PhishlabsTeam/postsRead More"
14e8f57a-afae-4372-ab6c-562fb669f1b1,"Sorted is a community marketplace that helps you book local people to help with tasks. Sorted has a database of more than 12,000 Sorters across the UK who can be booked safely and securely whenever you need them. If you want to earn extra money you can also sign up to become a Sorter yourself.The app builds on the success of websites such asGumtree, allowing users a faster, more localised service. The team is made up of James and Jade, who saw a niche in the UK market after researching how students with no expertise could make money. Sorted are also winners of Tech Entrepreneurs’ Week 2012 and have been featured in TechCrunch.Read More"
15d19468-ca17-4a0b-bf3c-db549b1984d9,"The Empath Skills Intelligence platform enables you to empower your people and improve business outcomes by quickly and cost-efficiently inferring your company's skills. The Empath solution is flexible, lightweight, integration/content agnostic, and leverages employee data that already exists within your company.Our proprietaryAI/ML technology makes it easy for your company to improve up-skilling/re-skilling initiatives. Empath enables talent management initiatives including internal mobility, career-pathing (linear & zig-zag), succession planning and personalized development/learning as well as new world of work endeavors like remote team building, gigs/opportunities, and DE&I.Read More"
162aef33-d7b5-41a3-91e4-1212d72e6959,"NeuroFlow is a platform to be a resource and asset to the health care provider in their pursuit to get patients better and improve lives.  It is a cloud-based platform that empowers health care providers to track, assess, and engage patients using evidence-based practices to support their mental health. The suite of tools supports remote monitoringand behavioral health integration across the continuum of care, including psychology, primary care, and pain management settings, with the goal of increasing patient engagement and improving compliance.Read More"
176d0227-d841-4b16-8551-971eb9c55e65,"HASH enables the real-time modeling and simulation of complex systems. HASH's open-core platform allows developers and data scientists to quickly and easily construct simulations through composable parts, via a browser-based IDE and viewer for simulations. It was founded in 2019 and is headquartered in New York City."
17cc7243-821d-478c-b0ac-0ee6964508bc,"Rachio is a Denver-based software and hardware company focused on improving the water efficiency of homes. The company's Smart Controller enables to control outdoor sprinkler system from the palm of the user's hand, using a WiFi-enabled iOS or Android device. Rachio’s cloud-based software allows customers to manage their sprinkler systemsfrom anywhere.Read More"
1838044f-891a-4a75-a967-81caf03d45f1,"Suvoda’s sole focus is to offer the industry’s leading SaaS solution for randomization and trial supply management. Suvoda’s Interactive Response Technology (IRT/IWRS) system combines the flexibility of a custom solution with the speed of a configurable platform, offering 4-week deployment, reimagined reporting, and easy integration."
187b0c7f-8d42-4fe8-9fc2-6675ea42636d,"Well Health provides a communication platform that connects patients to healthcare organizations through text, email, phone, and live chat. WELL is a communication tool that allows front offices to have two-way text conversations with patients, using existing office phone numbers. The platform is designed from the ground up to make patientcommunications more intuitive across the enterprise. Well Health's mission is to make going to the doctor as easy as meeting up with a close friend.Read More"
18964e5e-a517-4944-aab7-e86f0dc9f047,"Delicious Data offer a demand forecast engine to solve the problem of planning uncertainty in the food service and catering industry. 
Delicious Data machine learning solution enables kitchen chefs to optimize purchase and production planning saving valuable resources and reducing costs."
1896790a-8a3a-4b54-bcb9-fd36c5dbe6d1,Lifelink are a social enterprise that focuses on mental health development and stress management.
191fd207-e064-4a17-af50-d4d84be43ff5,"Sift applies insights from a global network of data to detect fraud and increase positive user experience.It prevents fraud with industry-leading technology and expertise, an unrivaled global data network, and a commitment to building long-term partnerships with its customers. Twitter, Airbnb, and Twilio rely on Sift to stay competitive andsecure. Sift is known in digital trust and safety, empowering companies of all sizes to unlock revenue without risk.In 2011, Brandon Ballinger and Jason Tan founded Sift in San Francisco, California.Read More"
193f5ae1-07b2-4cc7-99a3-82919acc3cd4,"One Concern, a climate resilience technology company, enables organizations to focus on adaptation and resilience strategies by using newly developed resilience analytics for supporting risk selection, mitigation, pricing and risk management. Applying machine learning and state-of-the-art resilience modeling, One Concern helps organizations betterunderstand and prepare for physical climate risks with the mission of making disasters less disastrous. A 2019 Technology Pioneer, One Concern is part of the World Economic Forum’s Global Innovators community.Read More"
19fcd722-31c7-46d2-86f1-0083468951ae,"High-performance composite materials for 3D printing of optimal parts with a zero-waste, single-stage, fully automated process."
1a4221ab-7134-4fd4-a2d5-df9fe45045c0,"Redox accelerates the development and distribution of healthcare software solutions with a full-service integration platform to securely and efficiently exchange data. Healthcare delivery organizations and technology vendors connect once and authorize the data they send and receive across the most extensive interoperable network in healthcare.Redox exists to make healthcare data useful and every patient experience a little bit better. It keeps patients at the forefront by helping vendors and providers integrate securely, easily, and at a reduced cost.It was founded in 2014 and is headquartered in Madison, Wisconsin.Read More"
1ab672b3-9692-477e-b51c-8b3a9d3caf93,"Argo AI is a global autonomy products and services company headquartered in Pittsburgh, with engineering centers located in Detroit, Cranbury, NJ, Los Angeles, Palo Alto, and Munich, Germany. Since 2016, the company has been on a mission to make the world’s streets and roadways safe, accessible, and useful for all. With a team of more than 1,800people across the U.S. and Europe, Argo designs its Argo Autonomy Platform and Solutions to support autonomous ridesharing and goods delivery at scale to benefit communities around the world.Read More"
1b551939-4230-43c6-923c-efa54378919d,"WeRide aims at developing most advanced autonomous driving technology to make our trip safer and more efficient. WeRide has received strategic investments from top-tier global automakers, including Renault-Nissan-Mitsubishi Alliance and Yutong Group. WeRide is the first startup in the world that holds driverless test permits in both China and theUS.Established in 2017, WeRide is headquartered in Guangzhou, China, and maintains R&D and operation centers in Beijing, Shanghai, Nanjing, Wuhan, Zhengzhou and Anqing, as well as Silicon Valley in the US. It employs a highly skilled team and has extensive domestic and international experience in R&D, business models and business operations.WeRide launched the first Robotaxi service, completely open to public, in November 2019, in Guangzhou, China, covering an area of 144 square kilometers. Since June 2020, WeRide’s Robotaxi service became available to the public through Amap, a popular ride-hailing mobile app in China with 140 million monthly active users. A total of 147,128 trips were completed for more than 60,000 passengers during the first year of WeRide Robotaxi services.Read More"
1bd067c0-3456-4db5-a49d-86d00171093e,"Blue Sky Analytics is a Climate Tech startup extracting environmental intelligence from Satellite Data and selling via accessible APIs. Our AI-powered infrastructure is build to analyze every pixel on the planet to retrieve the pertaining insights on air quality, water pollution, heat index, flood risk, and more."
1db9701b-3c27-456e-8cb4-1168ef1df1aa,"Treatspace is a platform where they can post accurate, up-to-date, and verifiable facts about their practices. For patients, Treatspace is a site where they can find and follow trustworthy information about their doctors. It enables high-performance referral management, powers online patient engagement, and facilitates clinical collaboration.Treatspace changes the way primary care, specialty care, and hospital-based systems collaborate in closed-loop referral management and care coordination. The platform was founded in 2012 and is based in 	Pittsburgh, Pennsylvania, United States.Read More"
1e1bc341-11fc-40f4-a25d-25f044a532b9,"Zipnosis is a hospital and healthcare company that specializes in online diagnosis and triage, telehealth, and virtual care. So Zipnosis created device-agnostic virtual care that offers patients greater choice and convenience, offers providers improved efficiency, and boosts the bottom line for health organizations.The company was founded in 2009and headquartered in Minnesota, United States.Read More"
1eac2c2a-3510-47fa-876a-ba7d283c1c3d,"Building Engines improves net operating income across the world’s most successful Commercial Real Estate portfolios. Our customers increase their revenue, deliver the best occupant experience, and reduce their operating costs using our innovative building operations software platform, Prism.Founded in 2000 and headquartered in Boston, withoffices in New York City and Scottsdale, Building Engines is developing, acquiring and partnering to address long-standing problems in building operations. Today, more than 850 customers—including Beacon Capital Partners, Cushman & Wakefield and SL Green—rely on Building Engines to manage critical operational needs across more than 2.5 billion square feet and 26,000 properties worldwide.Read More"
1eb1fea4-580e-4d0e-9667-eda87d5c273c,Plyable is a first-of-its-kind solution. They have used the latesting in AI and machine learning technology to create a proprietary software that automates the design and manufacture of composite tooling.
1f0fabfd-7869-4e9a-af8a-b10a286359d6,"Jvion helps healthcare systems and providers prevent harm and lower costs through its AI-enabled prescriptive analytics solution. An industry first, the Jvion Machine goes beyond simple predictive analytics to identify patients on a trajectory to becoming high risk and for whom intervention will likely be successful. It determines the interventionsthat will effectively reduce risk and enable clinical action, and it accelerates time to value by leveraging established patient-level intelligence.Jvion was founded in 2011 and is headquartered in Johns Creek, Georgia.Read More"
1fceb69c-496c-4b49-850e-163a7ad1b570,"Bluefin is the recognized leader in encryption and tokenization technologies for payment and data security. Our security suite includes PCI-validated point-to-point encryption (P2PE) for contactless face-to-face, call center, mobile and unattended payments, and our ShieldConex® data security platform for the protection of personally IdentifiableInformation (PII), Personal Health Information (PHI), and payment data entered online. The company’s partner network currently includes over 135 processors, payment gateways and ISV’s operating in 36 countries, which provide Bluefin’s P2PE solutions direct to merchants, enterprises, healthcare organizations and more. Bluefin is a Participating Organization (PO) of the PCI Security Standards Council (SSC) and is headquartered in Atlanta, with offices in Waterford, Ireland. For more information, please visit www.bluefin.com.Read More"
